regiao,estado,coduf,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
Norte,PA,15,19/04/2020,17,8602865,685,45,34,1
Norte,PA,15,20/04/2020,17,8602865,902,217,35,1
Norte,PA,15,21/04/2020,17,8602865,1026,124,38,3
Norte,PA,15,22/04/2020,17,8602865,1195,169,43,5
Norte,PA,15,23/04/2020,17,8602865,1267,72,53,10
Norte,PA,15,24/04/2020,17,8602865,1446,179,75,22
Norte,PA,15,25/04/2020,17,8602865,1579,133,86,11
Norte,PA,15,26/04/2020,18,8602865,1867,288,100,14
Norte,PA,15,27/04/2020,18,8602865,2128,261,114,14
Norte,PA,15,28/04/2020,18,8602865,2262,134,129,15
Norte,PA,15,29/04/2020,18,8602865,2422,160,137,8
Norte,PA,15,30/04/2020,18,8602865,2876,454,208,71
Norte,PA,15,01/05/2020,18,8602865,3176,300,235,27
Norte,PA,15,02/05/2020,18,8602865,3460,284,273,38
Norte,PA,15,03/05/2020,19,8602865,3863,403,309,36
Norte,PA,15,04/05/2020,19,8602865,4125,262,330,21
Norte,PA,15,05/05/2020,19,8602865,4472,347,369,39
Norte,PA,15,06/05/2020,19,8602865,5017,545,392,23
Norte,PA,15,07/05/2020,19,8602865,5524,507,410,18
Norte,PA,15,08/05/2020,19,8602865,6141,617,515,105
Norte,PA,15,09/05/2020,19,8602865,6775,634,578,63
Norte,PA,15,10/05/2020,20,8602865,7256,481,652,74
Norte,PA,15,11/05/2020,20,8602865,7563,307,708,56
Norte,PA,15,12/05/2020,20,8602865,8616,1053,864,156
Norte,PA,15,13/05/2020,20,8602865,9618,1002,946,82
Norte,PA,15,14/05/2020,20,8602865,10867,1249,1063,117
Norte,PA,15,15/05/2020,20,8602865,12109,1242,1145,82
Norte,PA,15,16/05/2020,20,8602865,13184,1075,1199,54
Norte,PA,15,17/05/2020,21,8602865,13864,680,1239,40
Norte,PA,15,18/05/2020,21,8602865,14734,870,1329,90
Norte,PA,15,19/05/2020,21,8602865,16295,1561,1519,190
Norte,PA,15,20/05/2020,21,8602865,18135,1840,1633,114
Norte,PA,15,21/05/2020,21,8602865,19756,1621,1852,219
Norte,PA,15,22/05/2020,21,8602865,21469,1713,1937,85
Norte,PA,15,23/05/2020,21,8602865,22697,1228,2001,64
Norte,PA,15,24/05/2020,22,8602865,24125,1428,2148,147
Norte,PA,15,25/05/2020,22,8602865,26077,1952,2372,224
Norte,PA,15,26/05/2020,22,8602865,28600,2523,2469,97
Norte,PA,15,27/05/2020,22,8602865,31033,2433,2545,76
Norte,PA,15,28/05/2020,22,8602865,33699,2666,2704,159
Norte,PA,15,29/05/2020,22,8602865,36486,2787,2827,123
Norte,PA,15,30/05/2020,22,8602865,37296,810,2900,73
Norte,PA,15,31/05/2020,23,8602865,37961,665,2923,23
Norte,PA,15,01/06/2020,23,8602865,38046,85,2925,2
Norte,PA,15,02/06/2020,23,8602865,41207,3161,3040,115
Norte,PA,15,03/06/2020,23,8602865,44774,3567,3193,153
Norte,PA,15,04/06/2020,23,8602865,48049,3275,3416,223
Norte,PA,15,05/06/2020,23,8602865,50960,2911,3538,122
Norte,AP,16,25/02/2020,9,845731,0,0,0,0
Norte,AP,16,26/02/2020,9,845731,0,0,0,0
Norte,AP,16,27/02/2020,9,845731,0,0,0,0
Norte,AP,16,28/02/2020,9,845731,0,0,0,0
Norte,AP,16,29/02/2020,9,845731,0,0,0,0
Norte,AP,16,01/03/2020,10,845731,0,0,0,0
Norte,AP,16,02/03/2020,10,845731,0,0,0,0
Norte,AP,16,03/03/2020,10,845731,0,0,0,0
Norte,AP,16,04/03/2020,10,845731,0,0,0,0
Norte,AP,16,05/03/2020,10,845731,0,0,0,0
Norte,AP,16,06/03/2020,10,845731,0,0,0,0
Norte,AP,16,07/03/2020,10,845731,0,0,0,0
Norte,AP,16,08/03/2020,11,845731,0,0,0,0
Norte,AP,16,09/03/2020,11,845731,0,0,0,0
Norte,AP,16,10/03/2020,11,845731,0,0,0,0
Norte,AP,16,11/03/2020,11,845731,0,0,0,0
Norte,AP,16,12/03/2020,11,845731,0,0,0,0
Norte,AP,16,13/03/2020,11,845731,0,0,0,0
Norte,AP,16,14/03/2020,11,845731,0,0,0,0
Norte,AP,16,15/03/2020,12,845731,0,0,0,0
Norte,AP,16,16/03/2020,12,845731,0,0,0,0
Norte,AP,16,17/03/2020,12,845731,0,0,0,0
Norte,AP,16,18/03/2020,12,845731,0,0,0,0
Norte,AP,16,19/03/2020,12,845731,0,0,0,0
Norte,AP,16,20/03/2020,12,845731,1,1,0,0
Norte,AP,16,21/03/2020,12,845731,1,0,0,0
Norte,AP,16,22/03/2020,13,845731,1,0,0,0
Norte,AP,16,23/03/2020,13,845731,1,0,0,0
Norte,AP,16,24/03/2020,13,845731,1,0,0,0
Norte,AP,16,25/03/2020,13,845731,1,0,0,0
Norte,AP,16,26/03/2020,13,845731,2,1,0,0
Norte,AP,16,27/03/2020,13,845731,2,0,0,0
Norte,AP,16,28/03/2020,13,845731,4,2,0,0
Norte,AP,16,29/03/2020,14,845731,4,0,0,0
Norte,AP,16,30/03/2020,14,845731,8,4,0,0
Norte,AP,16,31/03/2020,14,845731,10,2,0,0
Norte,AP,16,01/04/2020,14,845731,11,1,0,0
Norte,AP,16,02/04/2020,14,845731,11,0,0,0
Norte,AP,16,03/04/2020,14,845731,19,8,0,0
Norte,AP,16,04/04/2020,14,845731,28,9,1,1
Norte,AP,16,05/04/2020,15,845731,29,1,2,1
Norte,AP,16,06/04/2020,15,845731,34,5,2,0
Norte,AP,16,07/04/2020,15,845731,48,14,2,0
Norte,AP,16,08/04/2020,15,845731,107,59,2,0
Norte,AP,16,09/04/2020,15,845731,128,21,2,0
Norte,AP,16,10/04/2020,15,845731,166,38,2,0
Norte,AP,16,11/04/2020,15,845731,193,27,3,1
Norte,AP,16,12/04/2020,16,845731,230,37,5,2
Norte,AP,16,13/04/2020,16,845731,242,12,5,0
Norte,AP,16,14/04/2020,16,845731,307,65,6,1
Norte,AP,16,15/04/2020,16,845731,334,27,7,1
Norte,AP,16,16/04/2020,16,845731,362,28,9,2
Norte,AP,16,17/04/2020,16,845731,370,8,10,1
Norte,AP,16,18/04/2020,16,845731,393,23,10,0
Norte,AP,16,19/04/2020,17,845731,416,23,11,1
Norte,AP,16,20/04/2020,17,845731,433,17,13,2
Norte,AP,16,21/04/2020,17,845731,457,24,13,0
Norte,AP,16,22/04/2020,17,845731,479,22,14,1
Norte,AP,16,23/04/2020,17,845731,548,69,16,2
Norte,AP,16,24/04/2020,17,845731,633,85,18,2
Norte,AP,16,25/04/2020,17,845731,685,52,19,1
Norte,AP,16,26/04/2020,18,845731,798,113,21,2
Norte,AP,16,27/04/2020,18,845731,842,44,26,5
Norte,AP,16,28/04/2020,18,845731,918,76,28,2
Norte,AP,16,29/04/2020,18,845731,1016,98,31,3
Norte,AP,16,30/04/2020,18,845731,1080,64,34,3
Norte,AP,16,01/05/2020,18,845731,1121,41,37,3
Norte,AP,16,02/05/2020,18,845731,1187,66,40,3
Norte,AP,16,03/05/2020,19,845731,1482,295,43,3
Norte,AP,16,04/05/2020,19,845731,1733,251,49,6
Norte,AP,16,05/05/2020,19,845731,1931,198,55,6
Norte,AP,16,06/05/2020,19,845731,2046,115,56,1
Norte,AP,16,07/05/2020,19,845731,2199,153,61,5
Norte,AP,16,08/05/2020,19,845731,2322,123,66,5
Norte,AP,16,09/05/2020,19,845731,2493,171,69,3
Norte,AP,16,10/05/2020,20,845731,2613,120,72,3
Norte,AP,16,11/05/2020,20,845731,2671,58,73,1
Norte,AP,16,12/05/2020,20,845731,2910,239,86,13
Norte,AP,16,13/05/2020,20,845731,3005,95,94,8
Norte,AP,16,14/05/2020,20,845731,3428,423,101,7
Norte,AP,16,15/05/2020,20,845731,3630,202,103,2
Norte,AP,16,16/05/2020,20,845731,3834,204,108,5
Norte,AP,16,17/05/2020,21,845731,3952,118,119,11
Norte,AP,16,18/05/2020,21,845731,4023,71,127,8
Norte,AP,16,19/05/2020,21,845731,4310,287,136,9
Norte,AP,16,20/05/2020,21,845731,4549,239,142,6
Norte,AP,16,21/05/2020,21,845731,5188,639,151,9
Norte,AP,16,22/05/2020,21,845731,5655,467,157,6
Norte,AP,16,23/05/2020,21,845731,6091,436,162,5
Norte,AP,16,24/05/2020,22,845731,6353,262,163,1
Norte,AP,16,25/05/2020,22,845731,6584,231,168,5
Norte,AP,16,26/05/2020,22,845731,6967,383,173,5
Norte,AP,16,27/05/2020,22,845731,7619,652,183,10
Norte,AP,16,28/05/2020,22,845731,8152,533,198,15
Norte,AP,16,29/05/2020,22,845731,8469,317,207,9
Norte,AP,16,30/05/2020,22,845731,9313,844,215,8
Norte,AP,16,31/05/2020,23,845731,9602,289,222,7
Norte,AP,16,01/06/2020,23,845731,9890,288,228,6
Norte,AP,16,02/06/2020,23,845731,10511,621,237,9
Norte,AP,16,03/06/2020,23,845731,11107,596,247,10
Norte,AP,16,04/06/2020,23,845731,11551,444,254,7
Norte,AP,16,05/06/2020,23,845731,12327,776,260,6
Norte,TO,17,25/02/2020,9,1572866,0,0,0,0
Norte,TO,17,26/02/2020,9,1572866,0,0,0,0
Norte,TO,17,27/02/2020,9,1572866,0,0,0,0
Norte,TO,17,28/02/2020,9,1572866,0,0,0,0
Norte,TO,17,29/02/2020,9,1572866,0,0,0,0
Norte,TO,17,01/03/2020,10,1572866,0,0,0,0
Norte,TO,17,02/03/2020,10,1572866,0,0,0,0
Norte,TO,17,03/03/2020,10,1572866,0,0,0,0
Norte,TO,17,04/03/2020,10,1572866,0,0,0,0
Norte,TO,17,05/03/2020,10,1572866,0,0,0,0
Norte,TO,17,06/03/2020,10,1572866,0,0,0,0
Norte,TO,17,07/03/2020,10,1572866,0,0,0,0
Norte,TO,17,08/03/2020,11,1572866,0,0,0,0
Norte,TO,17,09/03/2020,11,1572866,0,0,0,0
Norte,TO,17,10/03/2020,11,1572866,0,0,0,0
Norte,TO,17,11/03/2020,11,1572866,0,0,0,0
Norte,TO,17,12/03/2020,11,1572866,0,0,0,0
Norte,TO,17,13/03/2020,11,1572866,0,0,0,0
Norte,TO,17,14/03/2020,11,1572866,0,0,0,0
Norte,TO,17,15/03/2020,12,1572866,0,0,0,0
Norte,TO,17,16/03/2020,12,1572866,0,0,0,0
Norte,TO,17,17/03/2020,12,1572866,0,0,0,0
Norte,TO,17,18/03/2020,12,1572866,0,0,0,0
Norte,TO,17,19/03/2020,12,1572866,1,1,0,0
Norte,TO,17,20/03/2020,12,1572866,1,0,0,0
Norte,TO,17,21/03/2020,12,1572866,2,1,0,0
Norte,TO,17,22/03/2020,13,1572866,2,0,0,0
Norte,TO,17,23/03/2020,13,1572866,5,3,0,0
Norte,TO,17,24/03/2020,13,1572866,7,2,0,0
Norte,TO,17,25/03/2020,13,1572866,7,0,0,0
Norte,TO,17,26/03/2020,13,1572866,7,0,0,0
Norte,TO,17,27/03/2020,13,1572866,8,1,0,0
Norte,TO,17,28/03/2020,13,1572866,9,1,0,0
Norte,TO,17,29/03/2020,14,1572866,9,0,0,0
Norte,TO,17,30/03/2020,14,1572866,10,1,0,0
Norte,TO,17,31/03/2020,14,1572866,11,1,0,0
Norte,TO,17,01/04/2020,14,1572866,12,1,0,0
Norte,TO,17,02/04/2020,14,1572866,12,0,0,0
Norte,TO,17,03/04/2020,14,1572866,12,0,0,0
Norte,TO,17,04/04/2020,14,1572866,14,2,0,0
Norte,TO,17,05/04/2020,15,1572866,17,3,0,0
Norte,TO,17,06/04/2020,15,1572866,17,0,0,0
Norte,TO,17,07/04/2020,15,1572866,19,2,0,0
Norte,TO,17,08/04/2020,15,1572866,23,4,0,0
Norte,TO,17,09/04/2020,15,1572866,23,0,0,0
Norte,TO,17,10/04/2020,15,1572866,23,0,0,0
Norte,TO,17,11/04/2020,15,1572866,23,0,0,0
Norte,TO,17,12/04/2020,16,1572866,25,2,0,0
Norte,TO,17,13/04/2020,16,1572866,26,1,0,0
Norte,TO,17,14/04/2020,16,1572866,26,0,0,0
Norte,TO,17,15/04/2020,16,1572866,26,0,1,1
Norte,TO,17,16/04/2020,16,1572866,29,3,1,0
Norte,TO,17,17/04/2020,16,1572866,31,2,1,0
Norte,TO,17,18/04/2020,16,1572866,33,2,1,0
Norte,TO,17,19/04/2020,17,1572866,33,0,1,0
Norte,TO,17,20/04/2020,17,1572866,34,1,1,0
Norte,TO,17,21/04/2020,17,1572866,37,3,1,0
Norte,TO,17,22/04/2020,17,1572866,37,0,1,0
Norte,TO,17,23/04/2020,17,1572866,37,0,2,1
Norte,TO,17,24/04/2020,17,1572866,43,6,2,0
Norte,TO,17,25/04/2020,17,1572866,50,7,2,0
Norte,TO,17,26/04/2020,18,1572866,58,8,2,0
Norte,TO,17,27/04/2020,18,1572866,67,9,2,0
Norte,TO,17,28/04/2020,18,1572866,79,12,2,0
Norte,TO,17,29/04/2020,18,1572866,116,37,3,1
Norte,TO,17,30/04/2020,18,1572866,137,21,3,0
Norte,TO,17,01/05/2020,18,1572866,164,27,3,0
Norte,TO,17,02/05/2020,18,1572866,191,27,4,1
Norte,TO,17,03/05/2020,19,1572866,246,55,4,0
Norte,TO,17,04/05/2020,19,1572866,267,21,6,2
Norte,TO,17,05/05/2020,19,1572866,303,36,7,1
Norte,TO,17,06/05/2020,19,1572866,351,48,9,2
Norte,TO,17,07/05/2020,19,1572866,423,72,9,0
Norte,TO,17,08/05/2020,19,1572866,494,71,9,0
Norte,TO,17,09/05/2020,19,1572866,572,78,9,0
Norte,TO,17,10/05/2020,20,1572866,688,116,11,2
Norte,TO,17,11/05/2020,20,1572866,747,59,12,1
Norte,TO,17,12/05/2020,20,1572866,828,81,14,2
Norte,TO,17,13/05/2020,20,1572866,932,104,21,7
Norte,TO,17,14/05/2020,20,1572866,1029,97,23,2
Norte,TO,17,15/05/2020,20,1572866,1179,150,24,1
Norte,TO,17,16/05/2020,20,1572866,1279,100,27,3
Norte,TO,17,17/05/2020,21,1572866,1382,103,31,4
Norte,TO,17,18/05/2020,21,1572866,1496,114,32,1
Norte,TO,17,19/05/2020,21,1572866,1646,150,38,6
Norte,TO,17,20/05/2020,21,1572866,1809,163,42,4
Norte,TO,17,21/05/2020,21,1572866,1976,167,47,5
Norte,TO,17,22/05/2020,21,1572866,2205,229,49,2
Norte,TO,17,23/05/2020,21,1572866,2430,225,51,2
Norte,TO,17,24/05/2020,22,1572866,2591,161,52,1
Norte,TO,17,25/05/2020,22,1572866,2696,105,58,6
Norte,TO,17,26/05/2020,22,1572866,2858,162,64,6
Norte,TO,17,27/05/2020,22,1572866,3023,165,65,1
Norte,TO,17,28/05/2020,22,1572866,3277,254,68,3
Norte,TO,17,29/05/2020,22,1572866,3611,334,70,2
Norte,TO,17,30/05/2020,22,1572866,3981,370,71,1
Norte,TO,17,31/05/2020,23,1572866,4176,195,73,2
Norte,TO,17,01/06/2020,23,1572866,4345,169,76,3
Norte,TO,17,02/06/2020,23,1572866,4483,138,79,3
Norte,TO,17,03/06/2020,23,1572866,4698,215,82,3
Norte,TO,17,04/06/2020,23,1572866,4881,183,87,5
Norte,TO,17,05/06/2020,23,1572866,5182,301,89,2
Nordeste,MA,21,25/02/2020,9,7075181,0,0,0,0
Nordeste,MA,21,26/02/2020,9,7075181,0,0,0,0
Nordeste,MA,21,27/02/2020,9,7075181,0,0,0,0
Nordeste,MA,21,28/02/2020,9,7075181,0,0,0,0
Nordeste,MA,21,29/02/2020,9,7075181,0,0,0,0
Nordeste,MA,21,01/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,02/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,03/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,04/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,05/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,06/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,07/03/2020,10,7075181,0,0,0,0
Nordeste,MA,21,08/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,09/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,10/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,11/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,12/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,13/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,14/03/2020,11,7075181,0,0,0,0
Nordeste,MA,21,15/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,16/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,17/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,18/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,19/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,20/03/2020,12,7075181,0,0,0,0
Nordeste,MA,21,21/03/2020,12,7075181,1,1,0,0
Nordeste,MA,21,22/03/2020,13,7075181,2,1,0,0
Nordeste,MA,21,23/03/2020,13,7075181,2,0,0,0
Nordeste,MA,21,24/03/2020,13,7075181,8,6,0,0
Nordeste,MA,21,25/03/2020,13,7075181,8,0,0,0
Nordeste,MA,21,26/03/2020,13,7075181,10,2,0,0
Nordeste,MA,21,27/03/2020,13,7075181,13,3,0,0
Nordeste,MA,21,28/03/2020,13,7075181,14,1,0,0
Nordeste,MA,21,29/03/2020,14,7075181,16,2,0,0
Nordeste,MA,21,30/03/2020,14,7075181,23,7,1,1
Nordeste,MA,21,31/03/2020,14,7075181,31,8,1,0
Nordeste,MA,21,01/04/2020,14,7075181,52,21,1,0
Nordeste,MA,21,02/04/2020,14,7075181,71,19,1,0
Nordeste,MA,21,03/04/2020,14,7075181,81,10,1,0
Nordeste,MA,21,04/04/2020,14,7075181,88,7,1,0
Nordeste,MA,21,05/04/2020,15,7075181,96,8,2,1
Nordeste,MA,21,06/04/2020,15,7075181,133,37,2,0
Nordeste,MA,21,07/04/2020,15,7075181,172,39,4,2
Nordeste,MA,21,08/04/2020,15,7075181,230,58,11,7
Nordeste,MA,21,09/04/2020,15,7075181,273,43,12,1
Nordeste,MA,21,10/04/2020,15,7075181,293,20,16,4
Nordeste,MA,21,11/04/2020,15,7075181,344,51,21,5
Nordeste,MA,21,12/04/2020,16,7075181,398,54,24,3
Nordeste,MA,21,13/04/2020,16,7075181,445,47,27,3
Nordeste,MA,21,14/04/2020,16,7075181,478,33,32,5
Nordeste,MA,21,15/04/2020,16,7075181,630,152,34,2
Nordeste,MA,21,16/04/2020,16,7075181,695,65,37,3
Nordeste,MA,21,17/04/2020,16,7075181,797,102,40,3
Nordeste,MA,21,18/04/2020,16,7075181,1040,243,44,4
Nordeste,MA,21,19/04/2020,17,7075181,1205,165,48,4
Nordeste,MA,21,20/04/2020,17,7075181,1320,115,54,6
Nordeste,MA,21,21/04/2020,17,7075181,1396,76,60,6
Nordeste,MA,21,22/04/2020,17,7075181,1604,208,66,6
Nordeste,MA,21,23/04/2020,17,7075181,1757,153,76,10
Nordeste,MA,21,24/04/2020,17,7075181,1951,194,88,12
Nordeste,MA,21,25/04/2020,17,7075181,2105,154,100,12
Nordeste,MA,21,26/04/2020,18,7075181,2223,118,112,12
Nordeste,MA,21,27/04/2020,18,7075181,2410,187,125,13
Nordeste,MA,21,28/04/2020,18,7075181,2528,118,145,20
Nordeste,MA,21,29/04/2020,18,7075181,2804,276,166,21
Nordeste,MA,21,30/04/2020,18,7075181,3190,386,184,18
Nordeste,MA,21,01/05/2020,18,7075181,3506,316,204,20
Nordeste,MA,21,02/05/2020,18,7075181,3805,299,224,20
Nordeste,MA,21,03/05/2020,19,7075181,4040,235,237,13
Nordeste,MA,21,04/05/2020,19,7075181,4227,187,249,12
Nordeste,MA,21,05/05/2020,19,7075181,4530,303,271,22
Nordeste,MA,21,06/05/2020,19,7075181,5028,498,291,20
Nordeste,MA,21,07/05/2020,19,7075181,5389,361,305,14
Nordeste,MA,21,08/05/2020,19,7075181,5909,520,330,25
Nordeste,MA,21,09/05/2020,19,7075181,6765,856,355,25
Nordeste,MA,21,10/05/2020,20,7075181,7599,834,379,24
Nordeste,MA,21,11/05/2020,20,7075181,8144,545,399,20
Nordeste,MA,21,12/05/2020,20,7075181,8526,382,423,24
Nordeste,MA,21,13/05/2020,20,7075181,9112,586,444,21
Nordeste,MA,21,14/05/2020,20,7075181,9801,689,470,26
Nordeste,MA,21,15/05/2020,20,7075181,10739,938,496,26
Nordeste,MA,21,16/05/2020,20,7075181,11592,853,524,28
Nordeste,MA,21,17/05/2020,21,7075181,12492,900,549,25
Nordeste,MA,21,18/05/2020,21,7075181,13238,746,576,27
Nordeste,MA,21,19/05/2020,21,7075181,14198,960,604,28
Nordeste,MA,21,20/05/2020,21,7075181,15114,916,634,30
Nordeste,MA,21,21/05/2020,21,7075181,16058,944,663,29
Nordeste,MA,21,22/05/2020,21,7075181,17212,1154,693,30
Nordeste,MA,21,23/05/2020,21,7075181,18767,1555,722,29
Nordeste,MA,21,24/05/2020,22,7075181,21191,2424,754,32
Nordeste,MA,21,25/05/2020,22,7075181,22786,1595,784,30
Nordeste,MA,21,26/05/2020,22,7075181,24278,1492,817,33
Nordeste,MA,21,27/05/2020,22,7075181,26145,1867,853,36
Nordeste,MA,21,28/05/2020,22,7075181,27979,1834,887,34
Nordeste,MA,21,29/05/2020,22,7075181,30482,2503,911,24
Nordeste,MA,21,30/05/2020,22,7075181,32620,2138,932,21
Nordeste,MA,21,31/05/2020,23,7075181,34639,2019,955,23
Nordeste,MA,21,01/06/2020,23,7075181,35297,658,976,21
Nordeste,MA,21,02/06/2020,23,7075181,36625,1328,997,21
Nordeste,MA,21,03/06/2020,23,7075181,38174,1549,1028,31
Nordeste,MA,21,04/06/2020,23,7075181,40629,2455,1062,34
Nordeste,MA,21,05/06/2020,23,7075181,43313,2684,1095,33
Nordeste,PI,22,25/02/2020,9,3273227,0,0,0,0
Nordeste,PI,22,26/02/2020,9,3273227,0,0,0,0
Nordeste,PI,22,27/02/2020,9,3273227,0,0,0,0
Nordeste,PI,22,28/02/2020,9,3273227,0,0,0,0
Nordeste,PI,22,29/02/2020,9,3273227,0,0,0,0
Nordeste,PI,22,01/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,02/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,03/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,04/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,05/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,06/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,07/03/2020,10,3273227,0,0,0,0
Nordeste,PI,22,08/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,09/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,10/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,11/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,12/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,13/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,14/03/2020,11,3273227,0,0,0,0
Nordeste,PI,22,15/03/2020,12,3273227,0,0,0,0
Nordeste,PI,22,16/03/2020,12,3273227,0,0,0,0
Nordeste,PI,22,17/03/2020,12,3273227,0,0,0,0
Nordeste,PI,22,18/03/2020,12,3273227,0,0,0,0
Nordeste,PI,22,19/03/2020,12,3273227,0,0,0,0
Nordeste,PI,22,20/03/2020,12,3273227,3,3,0,0
Nordeste,PI,22,21/03/2020,12,3273227,4,1,0,0
Nordeste,PI,22,22/03/2020,13,3273227,4,0,0,0
Nordeste,PI,22,23/03/2020,13,3273227,6,2,0,0
Nordeste,PI,22,24/03/2020,13,3273227,6,0,0,0
Nordeste,PI,22,25/03/2020,13,3273227,8,2,0,0
Nordeste,PI,22,26/03/2020,13,3273227,9,1,0,0
Nordeste,PI,22,27/03/2020,13,3273227,9,0,0,0
Nordeste,PI,22,28/03/2020,13,3273227,11,2,1,1
Nordeste,PI,22,29/03/2020,14,3273227,14,3,1,0
Nordeste,PI,22,30/03/2020,14,3273227,16,2,3,2
Nordeste,PI,22,31/03/2020,14,3273227,18,2,4,1
Nordeste,PI,22,01/04/2020,14,3273227,18,0,4,0
Nordeste,PI,22,02/04/2020,14,3273227,19,1,4,0
Nordeste,PI,22,03/04/2020,14,3273227,21,2,4,0
Nordeste,PI,22,04/04/2020,14,3273227,22,1,4,0
Nordeste,PI,22,05/04/2020,15,3273227,23,1,4,0
Nordeste,PI,22,06/04/2020,15,3273227,23,0,4,0
Nordeste,PI,22,07/04/2020,15,3273227,28,5,4,0
Nordeste,PI,22,08/04/2020,15,3273227,31,3,5,1
Nordeste,PI,22,09/04/2020,15,3273227,38,7,6,1
Nordeste,PI,22,10/04/2020,15,3273227,40,2,7,1
Nordeste,PI,22,11/04/2020,15,3273227,41,1,7,0
Nordeste,PI,22,12/04/2020,16,3273227,44,3,7,0
Nordeste,PI,22,13/04/2020,16,3273227,50,6,8,1
Nordeste,PI,22,14/04/2020,16,3273227,58,8,8,0
Nordeste,PI,22,15/04/2020,16,3273227,75,17,8,0
Nordeste,PI,22,16/04/2020,16,3273227,91,16,8,0
Nordeste,PI,22,17/04/2020,16,3273227,102,11,8,0
Nordeste,PI,22,18/04/2020,16,3273227,123,21,9,1
Nordeste,PI,22,19/04/2020,17,3273227,145,22,10,1
Nordeste,PI,22,20/04/2020,17,3273227,158,13,12,2
Nordeste,PI,22,21/04/2020,17,3273227,186,28,14,2
Nordeste,PI,22,22/04/2020,17,3273227,206,20,15,1
Nordeste,PI,22,23/04/2020,17,3273227,217,11,15,0
Nordeste,PI,22,24/04/2020,17,3273227,256,39,16,1
Nordeste,PI,22,25/04/2020,17,3273227,297,41,17,1
Nordeste,PI,22,26/04/2020,18,3273227,331,34,18,1
Nordeste,PI,22,27/04/2020,18,3273227,364,33,20,2
Nordeste,PI,22,28/04/2020,18,3273227,408,44,21,1
Nordeste,PI,22,29/04/2020,18,3273227,454,46,24,3
Nordeste,PI,22,30/04/2020,18,3273227,513,59,24,0
Nordeste,PI,22,01/05/2020,18,3273227,600,87,24,0
Nordeste,PI,22,02/05/2020,18,3273227,665,65,26,2
Nordeste,PI,22,03/05/2020,19,3273227,742,77,28,2
Nordeste,PI,22,04/05/2020,19,3273227,784,42,28,0
Nordeste,PI,22,05/05/2020,19,3273227,875,91,29,1
Nordeste,PI,22,06/05/2020,19,3273227,949,74,30,1
Nordeste,PI,22,07/05/2020,19,3273227,1051,102,35,5
Nordeste,PI,22,08/05/2020,19,3273227,1131,80,37,2
Nordeste,PI,22,09/05/2020,19,3273227,1233,102,38,1
Nordeste,PI,22,10/05/2020,20,3273227,1278,45,42,4
Nordeste,PI,22,11/05/2020,20,3273227,1332,54,45,3
Nordeste,PI,22,12/05/2020,20,3273227,1443,111,49,4
Nordeste,PI,22,13/05/2020,20,3273227,1612,169,57,8
Nordeste,PI,22,14/05/2020,20,3273227,1784,172,60,3
Nordeste,PI,22,15/05/2020,20,3273227,1905,121,60,0
Nordeste,PI,22,16/05/2020,20,3273227,2085,180,65,5
Nordeste,PI,22,17/05/2020,21,3273227,2252,167,72,7
Nordeste,PI,22,18/05/2020,21,3273227,2287,35,80,8
Nordeste,PI,22,19/05/2020,21,3273227,2440,153,85,5
Nordeste,PI,22,20/05/2020,21,3273227,2637,197,87,2
Nordeste,PI,22,21/05/2020,21,3273227,2852,215,91,4
Nordeste,PI,22,22/05/2020,21,3273227,3074,222,93,2
Nordeste,PI,22,23/05/2020,21,3273227,3258,184,99,6
Nordeste,PI,22,24/05/2020,22,3273227,3390,132,107,8
Nordeste,PI,22,25/05/2020,22,3273227,3550,160,110,3
Nordeste,PI,22,26/05/2020,22,3273227,3720,170,119,9
Nordeste,PI,22,27/05/2020,22,3273227,3966,246,134,15
